Trait group	Trait name	ID	Family	Genotype predictive performance	Covariates predictive performance	Full predictive performance	Delta	Number of variants	P	Significant
cancer	/RIVAS_HG19/snpnet/cancer1024	Liver/hepatocellular cancer	binomial	0.46	0.67	0.67	-0.0	4	1.41e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC369	Gestational diabetes	binomial	0.44	0.69	0.67	-0.02	29	1.42e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC30020539	Often has inability to stop worry during worst period of anxiety	binomial	0.51	0.56	0.56	0.0	24	1.43e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25809	Vol. of grey matter in Inferior Temporal Gyrus, anterior division (R)	gaussian	0.0	0.09	0.09	-0.0	9	1.44e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1522	TTE congenital malformations of oesophagus	binomial	0.43	0.59	0.58	-0.01	2	1.44e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20416	Freq. of consuming six or more units of alcohol	gaussian	0.0	0.11	0.11	0.0	85	1.44e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23223	Arm BMD (bone mineral density) (R)	gaussian	0.0	0.48	0.48	0.0	19	1.47e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC528	TTE herpesviral [herpes simplex] infections	binomial	0.52	0.63	0.63	0.0	87	1.47e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1407	TTE prolonged pregnancy	binomial	0.47	0.96	0.96	-0.0	16	1.48e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25657	WA ICVF in tract parahippocampal part of cingulum (R)	gaussian	0.01	0.02	0.04	0.01	955	1.51e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC656	TTE hyperparathyroidism and other disorders of parathyroid gland	binomial	0.52	0.68	0.68	0.0	7	1.51e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN3751	Chest pain or discomfort when walking uphill or hurrying	binomial	0.51	0.64	0.64	0.0	4	1.51e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25347	Mean ICVF in body of corpus callosum on FA skeleton	gaussian	0.08	0.01	0.08	0.08	2881	1.51e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25822	Vol. of grey matter in Angular Gyrus (L)	gaussian	0.0	0.03	0.04	0.0	599	1.52e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC6	Eye/eyelid problem	binomial	0.52	0.55	0.56	0.0	4	1.52e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25086	Mean FA in sagittal stratum on FA skeleton (R)	gaussian	0.01	0.04	0.06	0.01	1445	1.52e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC590	TTE enterobiasis	binomial	0.54	0.64	0.64	0.0	17	1.52e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC10020536	Weight changed during worst episode of depression	binomial	0.5	0.64	0.64	-0.0	6	1.53e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI3436	Age started smoking in current smokers	gaussian	0.0	0.0	0.0	-0.0	35	1.53e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1406	TTE false labour	binomial	0.49	0.96	0.96	0.0	1	1.54e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5157	6mm asymmetry index (L)	gaussian	0.0	0.0	0.0	0.0	27	1.55e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC980	TTE aortic aneurysm and dissection	binomial	0.52	0.8	0.8	0.0	92	1.55e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC7006152	Emphysema or chronic bronchitis	binomial	0.51	0.63	0.63	0.0	1	1.55e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI30250	Reticulocyte count	gaussian	0.04	0.01	0.05	0.04	6262	1.57e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25389	Mean ICVF in uncinate fasciculus on FA skeleton (L)	gaussian	0.01	0.05	0.07	0.01	962	1.57e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC307	Colitis/not crohns or ulcerative colitis	binomial	0.52	0.53	0.53	0.0	9	1.59e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1104	TTE vascular disorders of intestine	binomial	0.52	0.66	0.66	0.0	4	1.59e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC20005843	Which eye(s) affected by myopia (short sight) (Left eye)	binomial	0.48	0.53	0.53	0.0	1	1.60e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25742	Mean tfMRI head motion, ave.d across space and time points	gaussian	0.0	0.06	0.05	-0.0	222	1.61e-01	False
Hearing test	/RIVAS_HG19/snpnet/INI4233	Mean signal-to-noise ratio (SNR), (L)	gaussian	0.0	0.0	0.0	-0.0	2	1.62e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25056	Mean FA in middle cerebellar peduncle on FA skeleton	gaussian	0.01	0.05	0.06	0.01	1140	1.64e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21039	Severity of current abdominal distension/tightness	gaussian	0.0	0.01	0.01	0.0	24	1.64e-01	False
Digestive health	/RIVAS_HG19/snpnet/BIN21038	Currently suffer from abdominal distension	binomial	0.51	0.66	0.66	0.0	1	1.65e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25551	WA MO in tract corticospinal tract (R)	gaussian	0.0	0.02	0.02	0.0	41	1.67e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20414	Freq. of drinking alcohol	gaussian	0.0	0.03	0.03	0.0	860	1.68e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC248	Allergy to house dust mite	binomial	0.53	0.58	0.58	0.0	1	1.69e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC423	Respiratory failure	binomial	0.48	0.67	0.67	-0.0	6	1.69e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC16	Rectal or colon adenoma/polyps	binomial	0.53	0.65	0.66	0.0	19	1.70e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1305	TTE calculus of lower urinary tract	binomial	0.46	0.77	0.77	-0.0	1	1.71e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI4451	Ave. monthly fortified wine intake	gaussian	0.0	0.0	0.0	-0.0	1	1.72e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC169	Pernicious anaemia	binomial	0.53	0.66	0.66	0.0	41	1.73e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25873	Vol. of grey matter in Planum Temporale (R)	gaussian	0.0	0.17	0.17	0.0	354	1.73e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25382	Mean ICVF in fornix cres+stria terminalis on FA skeleton (R)	gaussian	0.02	0.02	0.04	0.02	2387	1.73e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25893	Vol. of grey matter in I-IV Cerebellum (L)	gaussian	0.02	0.09	0.11	0.02	775	1.74e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC195	Ureteric obstruction/hydronephrosis	binomial	0.47	0.6	0.58	-0.02	265	1.74e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC824	TTE nerve root and plexus disorders	binomial	0.52	0.5	0.51	0.01	8	1.78e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23305	Head bone area	gaussian	0.0	0.27	0.27	-0.0	25	1.80e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20520	Recent worrying too much about different things	gaussian	0.0	0.02	0.02	-0.0	47	1.81e-01	False
Resting functional brain MRI	/RIVAS_HG19/snpnet/INI25744	Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI	gaussian	0.0	0.14	0.14	0.0	4	1.81e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN20406	Ever addicted to alcohol	binomial	0.52	0.57	0.57	0.0	1	1.81e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1161	TTE pityriasis rosea	binomial	0.52	0.62	0.62	0.0	2	1.82e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1540	TTE other congenital malformations of urinary system	binomial	0.6	0.71	0.73	0.02	11	1.83e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC390	Trigemminal neuralgia	binomial	0.46	0.6	0.58	-0.02	42	1.85e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25879	Vol. of grey matter in Thalamus (R)	gaussian	0.02	0.11	0.13	0.02	885	1.88e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25842	Vol. of grey matter in Precuneous Cortex (L)	gaussian	0.01	0.16	0.17	0.01	2184	1.88e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25794	Vol. of grey matter in Precentral Gyrus (L)	gaussian	0.01	0.15	0.16	0.01	318	1.88e-01	False
Psychosocial factors	/RIVAS_HG19/snpnet/QT_FC1004570	Friendships satisfaction	gaussian	0.0	0.02	0.02	0.0	659	1.89e-01	False
Psychosocial factors	/RIVAS_HG19/snpnet/BIN_FC30006156	Manic/hyper symptoms (I needed less sleep than usual)	binomial	0.49	0.54	0.53	-0.01	37	1.89e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25670	WA ICVF in tract posterior thalamic radiation (R)	gaussian	0.03	0.06	0.09	0.03	1618	1.90e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20001448	Bread type: Brown	binomial	0.51	0.55	0.55	-0.0	114	1.90e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC906	TTE eustachian salpingitis and obstruction	binomial	0.48	0.59	0.59	-0.0	9	1.91e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25619	WA L2 in tract superior thalamic radiation (L)	gaussian	0.01	0.09	0.11	0.01	683	1.92e-01	False
Heart MRI	/RIVAS_HG19/snpnet/INI22426	Ave. heart rate	gaussian	0.0	0.02	0.02	0.0	243	1.93e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25357	Mean ICVF in superior cerebellar peduncle on FA skeleton (L)	gaussian	0.02	0.03	0.05	0.02	2068	1.94e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC707	TTE other disorders of fluid, electrolyte and acid-base balance	binomial	0.51	0.65	0.65	0.0	23	1.94e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25702	WA OD in tract uncinate fasciculus (L)	gaussian	0.0	0.01	0.01	-0.0	52	1.94e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25021	Vol. of amygdala (L)	gaussian	0.0	0.08	0.08	0.0	7	1.94e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23279	Total fat-free mass	gaussian	0.0	0.71	0.7	-0.0	39	1.95e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC36	Pneumonia	binomial	0.51	0.63	0.63	0.0	23	1.98e-01	False
Family history	/RIVAS_HG19/snpnet/INI1807	Father's age at death	gaussian	0.0	0.02	0.02	0.0	398	2.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25473	Mean ISOVF in external capsule on FA skeleton (L)	gaussian	0.01	0.07	0.07	0.0	142	2.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25501	WA FA in tract inferior fronto-occipital fasciculus (R)	gaussian	0.02	0.05	0.07	0.02	1371	2.00e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI991	Freq. of strenuous sports in last 4 weeks	gaussian	0.0	0.0	0.0	-0.0	2	2.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25529	WA MD in tract inferior longitudinal fasciculus (L)	gaussian	0.02	0.11	0.12	0.02	572	2.01e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25376	Mean ICVF in external capsule on FA skeleton (R)	gaussian	0.02	0.1	0.12	0.02	1316	2.01e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25042	Median z-stat. (in group-defined mask) for shapes activation	gaussian	0.0	0.02	0.02	0.0	1	2.04e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23275	Legs lean mass	gaussian	0.01	0.64	0.64	0.0	9	2.04e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1005	TTE acute laryngitis and tracheitis	binomial	0.52	0.66	0.66	0.0	8	2.04e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1069	TTE gingivitis and periodontal diseases	binomial	0.54	0.56	0.56	0.0	1	2.05e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5103	3mm weak meridian angle (L)	gaussian	0.0	0.0	0.0	0.0	33	2.05e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN5452	Leg pain when standing still or sitting	binomial	0.49	0.53	0.52	-0.0	3	2.06e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23010	IE1A antigen for Human Herpesvirus-6	gaussian	0.0	0.0	0.0	-0.0	33	2.09e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1563	TTE other specified congenital malformation syndromes affecting multiple systems	binomial	0.54	0.58	0.59	0.01	1	2.11e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25870	Vol. of grey matter in Heschl's Gyrus (includes H1 and H2) (L)	gaussian	0.01	0.18	0.19	0.01	1604	2.11e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25812	Vol. of grey matter in Inferior Temporal Gyrus, temporooccipital part (L)	gaussian	0.0	0.08	0.08	-0.0	557	2.11e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC233	Mania/bipolar disorder/manic depression	binomial	0.53	0.55	0.55	0.0	2	2.12e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC709	TTE postprocedural endocrine and metabolic disorders, not elsewhere classified	binomial	0.52	0.67	0.66	-0.0	350	2.13e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21059	Degree bothered by nausea in the last 3 months	gaussian	0.0	0.02	0.02	0.0	5	2.13e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25098	Mean FA in superior fronto-occipital fasciculus on FA skeleton (R)	gaussian	0.01	0.09	0.11	0.01	480	2.13e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25533	WA MD in tract medial lemniscus (R)	gaussian	0.0	0.03	0.03	0.0	4	2.14e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25650	WA ICVF in tract acoustic radiation (L)	gaussian	0.02	0.02	0.05	0.02	1563	2.15e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25514	WA FA in tract uncinate fasciculus (R)	gaussian	0.01	0.05	0.06	0.01	205	2.16e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC153	Joint pain	binomial	0.49	0.56	0.56	-0.0	3	2.17e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC207	Soft tissue inflammation	binomial	0.41	0.51	0.4	-0.11	276	2.17e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25878	Vol. of grey matter in Thalamus (L)	gaussian	0.02	0.09	0.11	0.02	2508	2.18e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC388	Diabetic neuropathy/ulcers	binomial	0.6	0.64	0.65	0.01	7	2.20e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25026	Median T2star in thalamus (L)	gaussian	0.0	0.02	0.02	0.0	140	2.24e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC40020544	Other personality disorder diagnosed by  a professional	binomial	0.51	0.64	0.64	0.0	1	2.24e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC604	TTE viral agents as the cause of diseases classified to other chapters	binomial	0.46	0.66	0.65	-0.01	20	2.27e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25094	Mean FA in fornix cres+stria terminalis on FA skeleton (R)	gaussian	0.01	0.21	0.21	0.0	1174	2.28e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1090	TTE acute appendicitis	binomial	0.55	0.57	0.58	0.01	4	2.28e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20413	Freq. of inability to cease drinking in last year	gaussian	0.0	0.0	0.0	-0.0	1	2.29e-01	False
Work environment	/RIVAS_HG19/snpnet/INI22147	Age asthma diagnosed by doctor	gaussian	0.01	0.09	0.1	0.0	21	2.29e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC340	Menorrhagia (unknown cause)	binomial	0.48	0.8	0.8	-0.0	1	2.30e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC20020537	Sometimes has difficulty controlling worry during worst period of anxiety	binomial	0.49	0.52	0.52	-0.0	1	2.30e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC358	Optic neuritis	binomial	0.56	0.52	0.54	0.02	2	2.30e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC734	TTE schizoaffective disorders	binomial	0.54	0.56	0.56	0.0	2	2.32e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23269	Leg total mass (L)	gaussian	0.0	0.17	0.16	-0.01	77	2.33e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/BIN104400	Fruit consumers	binomial	0.5	0.63	0.63	0.0	1	2.33e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25695	WA OD in tract medial lemniscus (R)	gaussian	0.0	0.03	0.03	0.0	108	2.35e-01	False
Bone-densitometry of heel	/RIVAS_HG19/snpnet/INI3148	Heel bone mineral density (BMD)	gaussian	0.14	0.06	0.2	0.14	14251	2.38e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC277	Menopausal symptoms / menopause	binomial	0.46	0.81	0.8	-0.01	43	2.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25527	WA MD in tract inferior fronto-occipital fasciculus (L)	gaussian	0.02	0.12	0.14	0.02	813	2.39e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25833	Vol. of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (R)	gaussian	0.0	0.07	0.07	0.0	126	2.40e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25523	WA MD in tract corticospinal tract (L)	gaussian	0.0	0.03	0.03	0.0	66	2.41e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC341	Fracture face / orbit / eye socket	binomial	0.56	0.75	0.75	0.0	3	2.41e-01	False
Biomarkers	/RIVAS_HG19/snpnet/INI10030810	Phosphate	gaussian	0.07	0.0	0.07	0.07	11785	2.42e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23020	P22 antigen for Toxoplasma gondii	gaussian	0.0	0.0	0.0	-0.0	14	2.42e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1073	TTE cysts of oral region, not elsewhere classified	binomial	0.53	0.49	0.53	0.04	384	2.46e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23210	Femur shaft BMD (bone mineral density) (R)	gaussian	0.0	0.14	0.14	0.0	8	2.46e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25511	WA FA in tract superior thalamic radiation (L)	gaussian	0.0	0.03	0.03	0.0	1	2.46e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25676	WA ICVF in tract uncinate fasciculus (R)	gaussian	0.03	0.06	0.09	0.03	837	2.47e-01	False
Eye measures	/RIVAS_HG19/snpnet/BIN5181	Ever had eye surgery	binomial	0.51	0.55	0.55	0.0	5	2.49e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1157	TTE pruritus	binomial	0.49	0.59	0.59	-0.0	14	2.49e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5112	3mm cylindrical power angle (L)	gaussian	0.0	0.0	0.0	0.0	6	2.51e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25648	WA L3 in tract uncinate fasciculus (L)	gaussian	0.01	0.09	0.1	0.01	755	2.52e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25830	Vol. of grey matter in Frontal Medial Cortex (L)	gaussian	0.0	0.09	0.09	0.0	16	2.53e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25566	WA MO in tract superior thalamic radiation (R)	gaussian	0.02	0.13	0.14	0.02	1023	2.54e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1117	TTE alcoholic liver disease	binomial	0.54	0.71	0.72	0.01	22	2.54e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (L)	gaussian	0.0	0.02	0.03	0.0	397	2.55e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI971	Freq. of walking for pleasure in last 4 weeks	gaussian	0.0	0.01	0.01	0.0	1276	2.56e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25841	Vol. of grey matter in Cingulate Gyrus, posterior division (R)	gaussian	0.01	0.18	0.19	0.01	652	2.58e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC10020530	Witnessed sudden violent death	binomial	0.51	0.63	0.63	0.0	33	2.59e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC13	Lichen sclerosis	binomial	0.43	0.73	0.73	-0.01	5	2.59e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25682	WA OD in tract cingulate gyrus part of cingulum (R)	gaussian	0.0	0.01	0.01	0.0	278	2.60e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25351	Mean ICVF in corticospinal tract on FA skeleton (L)	gaussian	0.0	0.04	0.04	0.0	134	2.60e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25598	WA L2 in tract anterior thalamic radiation (L)	gaussian	0.0	0.18	0.18	0.0	170	2.61e-01	False
Family history	/RIVAS_HG19/snpnet/INI5057	# of older siblings	gaussian	0.0	0.01	0.01	-0.0	27	2.63e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25446	Mean ISOVF in corticospinal tract on FA skeleton (R)	gaussian	0.0	0.0	0.0	0.0	2	2.64e-01	False
Heart MRI	/RIVAS_HG19/snpnet/INI22427	Body surface area	gaussian	0.02	0.44	0.45	0.01	850	2.64e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25694	WA OD in tract medial lemniscus (L)	gaussian	0.01	0.03	0.04	0.01	297	2.65e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5160	3mm regularity index (R)	gaussian	0.0	0.03	0.03	-0.0	14	2.65e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5113	6mm cylindrical power angle (L)	gaussian	0.0	0.0	0.0	0.0	319	2.65e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21051	Degree bothered by headaches in the last 3 months	gaussian	0.0	0.06	0.06	0.0	9	2.66e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25358	Mean ICVF in cerebral peduncle on FA skeleton (R)	gaussian	0.03	0.04	0.07	0.03	1501	2.68e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25857	Vol. of grey matter in Temporal Fusiform Cortex, posterior division (R)	gaussian	0.01	0.17	0.17	0.01	1447	2.69e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25621	WA L2 in tract uncinate fasciculus (L)	gaussian	0.01	0.1	0.1	0.01	709	2.69e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25671	WA ICVF in tract superior longitudinal fasciculus (L)	gaussian	0.05	0.07	0.13	0.05	2131	2.70e-01	False
Work environment	/RIVAS_HG19/snpnet/INI22503	Years of cough on most days	gaussian	0.0	0.0	0.0	-0.0	82	2.71e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25374	Mean ICVF in sagittal stratum on FA skeleton (R)	gaussian	0.05	0.05	0.1	0.05	2195	2.71e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25691	WA OD in tract inferior longitudinal fasciculus (L)	gaussian	0.0	0.01	0.01	-0.0	5	2.72e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1278	TTE juvenile osteochondrosis of hip and pelvis	binomial	0.56	0.57	0.6	0.02	8	2.73e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25877	Vol. of grey matter in Occipital Pole (R)	gaussian	0.01	0.18	0.19	0.01	1616	2.73e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25594	WA L1 in tract uncinate fasciculus (L)	gaussian	0.01	0.08	0.09	0.01	173	2.75e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25024	Vol. of accumbens (R)	gaussian	0.01	0.17	0.18	0.01	643	2.75e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25046	Median z-stat. (in group-defined mask) for faces activation	gaussian	0.0	0.02	0.02	0.0	4	2.75e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23036	Tarp-D F2 antigen for Chlamydia trachomatis	gaussian	0.0	0.01	0.01	-0.0	1	2.76e-01	False
Digestive health	/RIVAS_HG19/snpnet/BIN21035	Currently (in last 3 months) suffer from abdominal pain	binomial	0.5	0.61	0.61	-0.0	1	2.76e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1047	TTE pneumonitis due to solids and liquids	binomial	0.47	0.7	0.7	-0.0	24	2.77e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25499	WA FA in tract forceps minor	gaussian	0.03	0.09	0.12	0.03	2017	2.79e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1139	TTE cellulitis	binomial	0.49	0.57	0.57	-0.0	1	2.80e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25068	Mean FA in superior cerebellar peduncle on FA skeleton (R)	gaussian	0.01	0.03	0.04	0.01	1860	2.81e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC441	Hypopituitarism	binomial	0.46	0.48	0.48	-0.0	2	2.83e-01	False
Carotid ultrasound	/RIVAS_HG19/snpnet/INI22673	Minimum carotid IMT (intima-medial thickness) at 150 degrees	gaussian	0.0	0.11	0.11	-0.0	33	2.87e-01	False
Eye measures	/RIVAS_HG19/snpnet/BIN5326	Ever had surgery for glaucoma or high eye pressure	binomial	0.43	0.63	0.62	-0.01	2	2.87e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23280	Total lean mass	gaussian	0.0	0.7	0.7	-0.0	9	2.89e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC142	Synovitis	binomial	0.51	0.56	0.56	0.0	16	2.89e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5111	3mm asymmetry angle (L)	gaussian	0.0	0.0	0.0	0.0	89	2.90e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC314	Fracture hand	binomial	0.51	0.61	0.61	0.0	10	2.93e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC290	Fracture upper arm / humerus / elbow	binomial	0.48	0.55	0.55	-0.0	11	2.93e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC417	Sclerosing cholangitis	binomial	0.47	0.66	0.65	-0.01	129	2.93e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1608	Ave. weekly fortified wine intake	gaussian	0.0	0.01	0.01	-0.0	26	2.94e-01	False
Family history	/RIVAS_HG19/snpnet/INI1845	Mother's age	gaussian	0.0	0.64	0.64	0.0	1	2.96e-01	False
Brain MRI	/RIVAS_HG19/snpnet/BIN_FC30012187	Brain MRI measuring method	binomial	0.48	0.54	0.51	-0.03	468	2.97e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1324	TTE other disorders of prostate	binomial	0.52	0.86	0.86	0.0	4	3.02e-01	False
